日付,キャンペーン名,広告グループ名,ターゲティング,マッチタイプ,カスタマーの検索キーワード,インプレッション,クリック,クリックスルー率 (CTR),平均クリック単価 (CPC),費用,広告がクリックされてから7日間の総売上高,広告費売上高比率（ACOS）合計,広告費用対効果（ROAS）合計,広告がクリックされてから7日間の合計注文数,広告がクリックされてから7日間の合計販売数,広告がクリックされてから7日間のコンバージョン率,広告がクリックされてから7日間の広告された SKU の販売数,広告がクリックされてから7日間のその他の SKUの販売数,広告がクリックされてから7日間の広告された SKU の売上,広告がクリックされてから7日間のその他の SKU の売上
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0dkn8gzvp,218,1,0.4587%,¥183.00,¥183.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0dpwcxdbx,37,1,2.7027%,¥114.16,¥114.16,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 04, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b08hjd4fbp,255,3,1.1765%,¥140.00,¥420.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b09xmfkky1,26,1,3.8462%,¥185.00,¥185.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0c7mdn8lw,363,1,0.2755%,¥146.00,¥146.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0cp5757m6,63,2,3.1746%,¥185.00,¥370.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0cp583mx1,196,1,0.5102%,¥185.00,¥185.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0cv2z2n6h,63,1,1.5873%,¥169.46,¥169.46,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0d3llz1m3,71,1,1.4085%,¥146.00,¥146.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0d543dc95,592,2,0.3378%,¥147.00,¥294.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0d627dkfw,119,1,0.8403%,¥137.77,¥137.77,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0d9lx5n3z,209,2,0.9569%,¥146.00,¥292.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0djnprjtk,126,1,0.7937%,¥185.00,¥185.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,skinoren クリーム アゼライン酸,1,1,100.0000%,¥147.54,¥147.54,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,アゼライン酸 化粧水,61,1,1.6393%,¥185.00,¥185.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,ビューティー,4,1,25.0000%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,メディキューブ アゼライン酸,71,1,1.4085%,¥112.71,¥112.71,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,メラクチン,2,1,50.0000%,¥117.87,¥117.87,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,ロートダーマセプト,1,1,100.0000%,¥185.00,¥185.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b09ydccjbj,998,3,0.3006%,¥123.67,¥371.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0bqxbhskw,5,1,20.0000%,¥123.72,¥123.72,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0c4sywp5j,41,1,2.4390%,¥129.00,¥129.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0c6jp8ylc,329,1,0.3040%,¥129.00,¥129.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0d8j31nvz,258,2,0.7752%,¥117.00,¥234.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0dg29fznj,224,1,0.4464%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0dg2bjxl5,194,2,1.0309%,¥125.00,¥250.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0dg2d45b8,70,1,1.4286%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0dgg3139h,6,1,16.6667%,¥102.88,¥102.88,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,natural essence tamanu,3,1,33.3333%,¥129.00,¥129.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,ダーマペン,1,1,100.0000%,¥114.87,¥114.87,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,ビューティー,109,1,0.9174%,¥130.00,¥130.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,青いアゼライン酸,1,1,100.0000%,¥115.60,¥115.60,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,アゼライン酸　クリーム,EXACT,アゼライン酸 クリーム,18,1,5.5556%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,ニキビ,PHRASE,ニキビ 硫黄,4,1,25.0000%,¥39.72,¥39.72,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,ニキビ,PHRASE,ニキビ 薬,11,1,9.0909%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,肌荒れ,PHRASE,肌荒れ 薬,12,1,8.3333%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B0CJ4RFR1T""",-,b0cj4rfr1t,487,4,0.8214%,¥136.92,¥547.67,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,毛穴ケア,EXACT,毛穴ケア,1058,9,0.8507%,¥162.17,"¥1,459.51",¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B08W53YYMQ""",-,b08w53yymq,17,2,11.7647%,¥50.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B08W53YYMQ""",-,クレドポーボーテ ファンデーション,1,1,100.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B08W53YYMQ""",-,化粧下地,1,1,100.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B09WR283VQ""",-,b09wr283vq,41,1,2.4390%,¥94.00,¥94.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B09WR283VQ""",-,コッソンビ二花院の秘密,1,1,100.0000%,¥94.00,¥94.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 06, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B0DGCLVBNH""",-,b0dgclvbnh,42,1,2.3810%,¥49.61,¥49.61,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CTYX8HB6""",-,b0cqjssfxr,74,1,1.3514%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CTYX8HB6""",-,b0cssyhv5f,100,1,1.0000%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CTYX8HB6""",-,b0d9yc9wkg,180,1,0.5556%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CTYX8HB6""",-,derma factory,1,1,100.0000%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CTYX8HB6""",-,アスコルビン酸 美容液,1,1,100.0000%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08XM9FJ7R""",-,b09cdbrz97,5,1,20.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C33BM6T1""",-,b0dx6sw18t,123,1,0.8130%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0B51MQP3T""",-,b0ch2jzgp5,5,1,20.0000%,¥69.00,¥69.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08HGZ5XPH""",-,b0c8jdqhk2,72,1,1.3889%,¥92.00,¥92.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08HGZ5XPH""",-,b0chf3bwx9,1,1,100.0000%,¥92.00,¥92.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B07X74ZXGF""",-,b07x74zxgf,4,1,25.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CHRQ5VB1""",-,アクアレーベル クリーム,1,1,100.0000%,¥50.00,¥50.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DG29FZNJ""",-,b0dkn8gzvp,42,1,2.3810%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b00lcv1cnu,6,1,16.6667%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b074dpn4kv,70,1,1.4286%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b09m2xfrcf,346,5,1.4451%,¥118.25,¥591.27,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b09ydccjbj,216,1,0.4630%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0bywnbh5d,180,7,3.8889%,¥91.47,¥640.27,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0bzbpbgdn,9,1,11.1111%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0c851wqfj,660,3,0.4545%,¥119.29,¥357.88,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0cgxdvn78,141,1,0.7092%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0ct54f1fp,20,1,5.0000%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0d543dc95,31,1,3.2258%,¥120.00,¥120.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0dchxmsng,87,4,4.5977%,¥118.76,¥475.05,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,しみとりクリーム最強,179,2,1.1173%,¥120.00,¥240.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Apr 05, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,イハダ,78,2,2.5641%,¥120.00,¥240.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
